ShipmentNumber,ExceptionCode,ExceptionDescription,ExceptionCategory,SeverityCode,ExceptionStatus,ExceptionDateTime,ResolvedDateTime,DelayMinutesImpact,ResponsibleParty,Notes
SHP0004747,ADDR,Address Issue,Address,Medium,Closed,2025-09-21 09:25:57,2025-09-22 05:15:03,736,Customer,Delivery address requires correction or validation.
SHP0004752,MSCN,Missed Scan,Process,Medium,Closed,2025-01-11 20:57:23,2025-01-12 09:57:22,481,Operations,Expected scan was not captured on time.
SHP0004753,WX,Weather Delay,Weather,High,Closed,2025-08-25 06:15:28,2025-08-25 23:34:26,556,Carrier,Shipment delayed because of weather conditions.
SHP0004756,MSCN,Missed Scan,Process,Medium,Closed,2025-02-21 13:42:50,2025-02-21 19:27:27,215,Operations,Expected scan was not captured on time.
SHP0004761,WX,Weather Delay,Weather,High,Closed,2025-06-21 14:54:05,2025-06-22 19:20:01,958,Carrier,Shipment delayed because of weather conditions.
SHP0004763,MSCN,Missed Scan,Process,Medium,Open,2025-08-31 21:13:22,,384,Operations,Expected scan was not captured on time.
SHP0004765,WX,Weather Delay,Weather,High,Closed,2025-01-26 14:15:00,2025-01-27 16:04:03,823,Carrier,Shipment delayed because of weather conditions.
SHP0004767,DAMG,Damaged Shipment,Damage,High,Closed,2025-03-14 15:52:52,2025-03-15 15:57:30,1069,Carrier,Shipment flagged for damage inspection.
SHP0004772,MECH,Equipment Failure,Mechanical,High,Closed,2025-05-06 01:37:43,2025-05-06 14:24:29,549,Carrier,Equipment failure caused an operational delay.
SHP0004775,MSCN,Missed Scan,Process,Medium,Closed,2025-05-20 09:17:36,2025-05-20 15:40:21,51,Operations,Expected scan was not captured on time.
SHP0004776,DAMG,Damaged Shipment,Damage,High,Closed,2025-07-28 13:50:57,2025-07-30 06:59:01,2426,Carrier,Shipment flagged for damage inspection.
SHP0004780,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-04-14 04:32:36,2025-04-14 22:08:19,538,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0004785,MSCN,Missed Scan,Process,Medium,Closed,2025-01-12 21:43:02,2025-01-13 14:58:27,392,Operations,Expected scan was not captured on time.
SHP0004789,ADDR,Address Issue,Address,Medium,Closed,2025-05-06 14:41:13,2025-05-07 09:16:32,823,Customer,Delivery address requires correction or validation.
SHP0004790,ADDR,Address Issue,Address,Medium,Open,2025-06-01 00:58:08,,293,Customer,Delivery address requires correction or validation.
SHP0004793,ADDR,Address Issue,Address,Medium,Closed,2025-04-25 09:13:27,2025-04-26 02:56:30,504,Customer,Delivery address requires correction or validation.
SHP0004794,WX,Weather Delay,Weather,High,Closed,2025-05-11 03:12:39,2025-05-11 12:51:25,557,Carrier,Shipment delayed because of weather conditions.
SHP0004799,MECH,Equipment Failure,Mechanical,High,Closed,2025-06-13 22:52:42,2025-06-14 18:01:31,630,Carrier,Equipment failure caused an operational delay.
SHP0004806,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-08-07 05:40:29,2025-08-07 16:49:00,192,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0004807,WX,Weather Delay,Weather,High,Closed,2025-08-01 16:27:03,2025-08-03 02:55:15,1586,Carrier,Shipment delayed because of weather conditions.
SHP0004810,DAMG,Damaged Shipment,Damage,High,Closed,2025-09-28 00:31:02,2025-09-29 00:37:24,622,Carrier,Shipment flagged for damage inspection.
SHP0004815,DAMG,Damaged Shipment,Damage,High,Open,2025-04-21 13:28:37,,979,Carrier,Shipment flagged for damage inspection.
SHP0004820,MECH,Equipment Failure,Mechanical,High,Closed,2025-07-15 05:02:00,2025-07-15 16:18:11,288,Carrier,Equipment failure caused an operational delay.
SHP0004821,MECH,Equipment Failure,Mechanical,High,Closed,2025-07-10 13:39:14,2025-07-11 03:51:55,187,Carrier,Equipment failure caused an operational delay.
SHP0004827,WX,Weather Delay,Weather,High,Closed,2025-06-14 23:56:08,2025-06-16 00:14:12,1448,Carrier,Shipment delayed because of weather conditions.
SHP0004831,ADDR,Address Issue,Address,Medium,Open,2025-04-08 04:07:34,,1267,Customer,Delivery address requires correction or validation.
SHP0004836,MECH,Equipment Failure,Mechanical,High,Closed,2025-09-05 19:00:15,2025-09-06 02:55:42,193,Carrier,Equipment failure caused an operational delay.
SHP0004839,WX,Weather Delay,Weather,High,Closed,2025-08-16 12:47:46,2025-08-16 19:46:09,426,Carrier,Shipment delayed because of weather conditions.
SHP0004842,MSCN,Missed Scan,Process,Medium,Closed,2025-07-25 12:52:14,2025-07-26 07:49:24,354,Operations,Expected scan was not captured on time.
SHP0004849,ADDR,Address Issue,Address,Medium,Closed,2025-03-13 11:41:18,2025-03-14 07:23:38,630,Customer,Delivery address requires correction or validation.
SHP0004853,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-01-17 06:19:30,2025-01-18 01:42:18,952,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0004857,MSCN,Missed Scan,Process,Medium,Closed,2025-05-01 06:10:57,2025-05-01 21:22:27,390,Operations,Expected scan was not captured on time.
SHP0004859,WX,Weather Delay,Weather,High,Closed,2025-08-19 02:14:54,2025-08-19 11:01:19,363,Carrier,Shipment delayed because of weather conditions.
SHP0004863,DAMG,Damaged Shipment,Damage,High,Closed,2025-04-26 17:39:01,2025-04-28 10:03:08,1775,Carrier,Shipment flagged for damage inspection.
SHP0004864,ADDR,Address Issue,Address,Medium,Closed,2025-03-11 21:44:37,2025-03-12 14:15:36,250,Customer,Delivery address requires correction or validation.
SHP0004865,WX,Weather Delay,Weather,High,Open,2025-09-29 06:22:12,,497,Carrier,Shipment delayed because of weather conditions.
SHP0004867,MECH,Equipment Failure,Mechanical,High,Closed,2025-06-14 10:58:45,2025-06-14 23:03:18,694,Carrier,Equipment failure caused an operational delay.
SHP0004876,WX,Weather Delay,Weather,High,Closed,2025-06-28 23:41:05,2025-06-30 02:14:48,1361,Carrier,Shipment delayed because of weather conditions.
SHP0004878,WX,Weather Delay,Weather,High,Closed,2025-01-30 03:15:51,2025-01-30 10:34:07,406,Carrier,Shipment delayed because of weather conditions.
SHP0004879,MSCN,Missed Scan,Process,Medium,Closed,2025-09-26 01:54:51,2025-09-27 01:08:23,488,Operations,Expected scan was not captured on time.
SHP0004882,ADDR,Address Issue,Address,Medium,Closed,2025-02-09 04:59:46,2025-02-09 14:12:21,175,Customer,Delivery address requires correction or validation.
SHP0004895,MECH,Equipment Failure,Mechanical,High,Closed,2025-01-24 05:46:48,2025-01-24 23:00:30,320,Carrier,Equipment failure caused an operational delay.
SHP0004903,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-05-06 19:17:33,2025-05-07 16:19:01,693,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0004905,MSCN,Missed Scan,Process,Medium,Closed,2025-02-05 17:31:11,2025-02-05 23:39:18,430,Operations,Expected scan was not captured on time.
SHP0004909,MSCN,Missed Scan,Process,Medium,Closed,2025-08-10 03:32:42,2025-08-10 12:40:41,162,Operations,Expected scan was not captured on time.
SHP0004910,WX,Weather Delay,Weather,High,Closed,2025-03-20 06:05:21,2025-03-21 01:57:43,591,Carrier,Shipment delayed because of weather conditions.
SHP0004911,DAMG,Damaged Shipment,Damage,High,Closed,2025-05-19 12:08:23,2025-05-20 19:54:12,1650,Carrier,Shipment flagged for damage inspection.
SHP0004912,DAMG,Damaged Shipment,Damage,High,Closed,2025-04-08 06:53:23,2025-04-09 10:59:31,1216,Carrier,Shipment flagged for damage inspection.
SHP0004914,ADDR,Address Issue,Address,Medium,Open,2025-08-16 00:54:01,,1327,Customer,Delivery address requires correction or validation.
SHP0004915,MECH,Equipment Failure,Mechanical,High,Open,2025-04-25 13:05:37,,694,Carrier,Equipment failure caused an operational delay.
SHP0004916,DAMG,Damaged Shipment,Damage,High,Closed,2025-02-13 18:20:11,2025-02-14 06:20:41,723,Carrier,Shipment flagged for damage inspection.
SHP0004917,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-05-14 05:53:39,2025-05-14 19:07:56,295,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0004918,MSCN,Missed Scan,Process,Medium,Open,2025-01-19 01:31:28,,271,Operations,Expected scan was not captured on time.
SHP0004920,MSCN,Missed Scan,Process,Medium,Closed,2025-03-13 06:17:11,2025-03-13 07:20:47,33,Operations,Expected scan was not captured on time.
SHP0004922,DAMG,Damaged Shipment,Damage,High,Closed,2025-03-24 20:01:06,2025-03-25 15:42:01,1223,Carrier,Shipment flagged for damage inspection.
SHP0004924,MECH,Equipment Failure,Mechanical,High,Closed,2025-05-20 01:52:24,2025-05-21 02:44:09,780,Carrier,Equipment failure caused an operational delay.
SHP0004930,DAMG,Damaged Shipment,Damage,High,Closed,2025-06-18 13:55:17,2025-06-19 08:18:49,485,Carrier,Shipment flagged for damage inspection.
SHP0004931,MSCN,Missed Scan,Process,Medium,Closed,2025-01-09 04:26:44,2025-01-09 14:44:17,55,Operations,Expected scan was not captured on time.
SHP0004933,WX,Weather Delay,Weather,High,Closed,2025-04-10 23:54:33,2025-04-12 05:59:35,1277,Carrier,Shipment delayed because of weather conditions.
SHP0004934,ADDR,Address Issue,Address,Medium,Closed,2025-02-17 04:22:54,2025-02-17 22:04:02,1007,Customer,Delivery address requires correction or validation.
SHP0004937,MSCN,Missed Scan,Process,Medium,Closed,2025-02-12 19:46:19,2025-02-13 05:15:47,365,Operations,Expected scan was not captured on time.
SHP0004941,MSCN,Missed Scan,Process,Medium,Closed,2025-03-19 21:46:30,2025-03-20 11:25:16,510,Operations,Expected scan was not captured on time.
SHP0004942,WX,Weather Delay,Weather,High,Closed,2025-04-23 22:19:40,2025-04-25 02:18:02,1612,Carrier,Shipment delayed because of weather conditions.
SHP0004943,DAMG,Damaged Shipment,Damage,High,Closed,2025-01-20 12:38:34,2025-01-21 01:41:59,836,Carrier,Shipment flagged for damage inspection.
SHP0004944,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-02-25 11:34:11,2025-02-25 17:47:38,233,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0004946,DAMG,Damaged Shipment,Damage,High,Closed,2025-01-19 13:35:31,2025-01-21 10:59:10,2089,Carrier,Shipment flagged for damage inspection.
SHP0004947,MSCN,Missed Scan,Process,Medium,Closed,2025-06-12 13:38:31,2025-06-12 21:47:49,67,Operations,Expected scan was not captured on time.
SHP0004948,MSCN,Missed Scan,Process,Medium,Closed,2025-01-15 13:03:33,2025-01-16 01:12:23,422,Operations,Expected scan was not captured on time.
SHP0004951,WX,Weather Delay,Weather,High,Closed,2025-08-09 02:44:02,2025-08-09 18:59:25,710,Carrier,Shipment delayed because of weather conditions.
SHP0004952,ADDR,Address Issue,Address,Medium,Closed,2025-07-14 05:22:00,2025-07-14 22:11:49,447,Customer,Delivery address requires correction or validation.
SHP0004953,ADDR,Address Issue,Address,Medium,Closed,2025-02-15 10:38:38,2025-02-16 03:17:29,1029,Customer,Delivery address requires correction or validation.
SHP0004954,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-07-21 20:57:43,2025-07-22 17:12:53,493,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0004958,MECH,Equipment Failure,Mechanical,High,Closed,2025-05-03 20:37:43,2025-05-04 05:59:54,202,Carrier,Equipment failure caused an operational delay.
SHP0004961,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-09-24 18:58:22,2025-09-25 21:03:46,687,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0004967,WX,Weather Delay,Weather,High,Closed,2025-06-14 06:14:32,2025-06-14 20:33:50,672,Carrier,Shipment delayed because of weather conditions.
SHP0004973,WX,Weather Delay,Weather,High,Closed,2025-05-19 11:32:56,2025-05-20 03:21:28,382,Carrier,Shipment delayed because of weather conditions.
SHP0004975,MECH,Equipment Failure,Mechanical,High,Closed,2025-09-16 00:35:46,2025-09-16 12:26:59,337,Carrier,Equipment failure caused an operational delay.
SHP0004977,MSCN,Missed Scan,Process,Medium,Closed,2025-09-22 02:07:11,2025-09-22 07:31:04,145,Operations,Expected scan was not captured on time.
SHP0004979,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-06-29 17:29:14,2025-06-30 06:37:41,259,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0004980,ADDR,Address Issue,Address,Medium,Closed,2025-03-30 14:21:28,2025-03-31 08:52:35,426,Customer,Delivery address requires correction or validation.
SHP0004985,WX,Weather Delay,Weather,High,Closed,2025-07-01 04:05:45,2025-07-01 22:47:58,690,Carrier,Shipment delayed because of weather conditions.
SHP0004986,ADDR,Address Issue,Address,Medium,Closed,2025-03-10 20:02:14,2025-03-12 05:13:54,1221,Customer,Delivery address requires correction or validation.
SHP0004989,ADDR,Address Issue,Address,Medium,Closed,2025-08-05 00:04:00,2025-08-05 06:57:35,369,Customer,Delivery address requires correction or validation.
SHP0004991,DAMG,Damaged Shipment,Damage,High,Closed,2025-05-14 08:11:02,2025-05-15 17:41:03,1260,Carrier,Shipment flagged for damage inspection.
SHP0004994,DAMG,Damaged Shipment,Damage,High,Closed,2025-02-19 21:17:35,2025-02-21 10:08:16,2036,Carrier,Shipment flagged for damage inspection.
SHP0004995,ADDR,Address Issue,Address,Medium,Closed,2025-05-01 18:01:42,2025-05-02 18:12:19,1011,Customer,Delivery address requires correction or validation.
SHP0004999,WX,Weather Delay,Weather,High,Closed,2025-07-30 17:55:42,2025-07-31 22:59:14,1219,Carrier,Shipment delayed because of weather conditions.
SHP0005003,MSCN,Missed Scan,Process,Medium,Closed,2025-09-10 23:05:43,2025-09-11 09:37:30,416,Operations,Expected scan was not captured on time.
SHP0005004,WX,Weather Delay,Weather,High,Closed,2025-01-08 22:58:25,2025-01-09 18:41:34,1125,Carrier,Shipment delayed because of weather conditions.
SHP0005009,MECH,Equipment Failure,Mechanical,High,Closed,2025-08-18 02:07:25,2025-08-19 05:02:34,1310,Carrier,Equipment failure caused an operational delay.
SHP0005010,DAMG,Damaged Shipment,Damage,High,Closed,2025-09-11 17:53:07,2025-09-14 03:15:30,2689,Carrier,Shipment flagged for damage inspection.
SHP0005016,MSCN,Missed Scan,Process,Medium,Closed,2025-04-16 22:54:23,2025-04-17 11:53:32,68,Operations,Expected scan was not captured on time.
SHP0005018,ADDR,Address Issue,Address,Medium,Closed,2025-03-10 01:38:58,2025-03-10 15:32:36,772,Customer,Delivery address requires correction or validation.
SHP0005019,MSCN,Missed Scan,Process,Medium,Closed,2025-08-23 06:11:00,2025-08-23 17:29:19,486,Operations,Expected scan was not captured on time.
SHP0005020,MSCN,Missed Scan,Process,Medium,Closed,2025-01-30 09:25:22,2025-01-30 14:13:28,337,Operations,Expected scan was not captured on time.
SHP0005021,MECH,Equipment Failure,Mechanical,High,Closed,2025-06-28 10:07:46,2025-06-28 21:39:44,250,Carrier,Equipment failure caused an operational delay.
SHP0005024,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-08-15 04:07:24,2025-08-15 15:27:15,400,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0005026,WX,Weather Delay,Weather,High,Closed,2025-02-09 05:22:10,2025-02-10 04:16:06,1050,Carrier,Shipment delayed because of weather conditions.
SHP0005027,WX,Weather Delay,Weather,High,Closed,2025-09-08 12:50:01,2025-09-09 00:25:26,271,Carrier,Shipment delayed because of weather conditions.
SHP0005028,MSCN,Missed Scan,Process,Medium,Closed,2025-05-13 20:10:15,2025-05-14 14:10:09,486,Operations,Expected scan was not captured on time.
SHP0005030,ADDR,Address Issue,Address,Medium,Closed,2025-05-13 01:41:04,2025-05-13 21:49:00,1127,Customer,Delivery address requires correction or validation.
SHP0005037,MSCN,Missed Scan,Process,Medium,Closed,2025-03-31 23:06:03,2025-04-01 14:24:15,115,Operations,Expected scan was not captured on time.
SHP0005039,DAMG,Damaged Shipment,Damage,High,Closed,2025-06-11 06:01:18,2025-06-12 05:46:27,797,Carrier,Shipment flagged for damage inspection.
SHP0005040,MSCN,Missed Scan,Process,Medium,Closed,2025-05-17 09:42:23,2025-05-17 20:39:29,45,Operations,Expected scan was not captured on time.
SHP0005046,WX,Weather Delay,Weather,High,Closed,2025-09-05 20:21:18,2025-09-07 09:22:18,1432,Carrier,Shipment delayed because of weather conditions.
SHP0005047,MSCN,Missed Scan,Process,Medium,Closed,2025-08-21 21:33:06,2025-08-22 12:53:46,156,Operations,Expected scan was not captured on time.
SHP0005049,DAMG,Damaged Shipment,Damage,High,Open,2025-08-15 23:05:00,,1529,Carrier,Shipment flagged for damage inspection.
SHP0005050,ADDR,Address Issue,Address,Medium,Closed,2025-03-12 14:43:23,2025-03-13 06:59:26,1400,Customer,Delivery address requires correction or validation.
SHP0005052,DAMG,Damaged Shipment,Damage,High,Open,2025-03-30 09:23:41,,849,Carrier,Shipment flagged for damage inspection.
SHP0005055,MSCN,Missed Scan,Process,Medium,Closed,2025-06-13 09:46:26,2025-06-13 12:37:49,149,Operations,Expected scan was not captured on time.
SHP0005056,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-09-28 22:48:16,2025-09-29 17:34:47,282,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0005057,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-07-16 17:07:33,2025-07-17 03:00:56,255,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0005061,ADDR,Address Issue,Address,Medium,Closed,2025-04-30 11:58:56,2025-05-01 04:47:48,763,Customer,Delivery address requires correction or validation.
SHP0005065,DAMG,Damaged Shipment,Damage,High,Closed,2025-01-29 12:53:36,2025-01-31 01:25:57,2142,Carrier,Shipment flagged for damage inspection.
SHP0005066,WX,Weather Delay,Weather,High,Closed,2025-07-25 08:53:30,2025-07-25 19:46:58,713,Carrier,Shipment delayed because of weather conditions.
SHP0005067,MSCN,Missed Scan,Process,Medium,Closed,2025-04-13 22:27:16,2025-04-14 10:13:16,294,Operations,Expected scan was not captured on time.
SHP0005068,MSCN,Missed Scan,Process,Medium,Closed,2025-04-10 00:33:55,2025-04-10 07:10:22,432,Operations,Expected scan was not captured on time.
SHP0005069,MECH,Equipment Failure,Mechanical,High,Closed,2025-08-15 01:38:03,2025-08-15 05:40:55,307,Carrier,Equipment failure caused an operational delay.
SHP0005071,ADDR,Address Issue,Address,Medium,Closed,2025-07-06 14:48:46,2025-07-07 01:59:44,336,Customer,Delivery address requires correction or validation.
SHP0005072,MECH,Equipment Failure,Mechanical,High,Closed,2025-04-24 10:46:17,2025-04-25 04:54:10,1055,Carrier,Equipment failure caused an operational delay.
SHP0005073,WX,Weather Delay,Weather,High,Closed,2025-04-27 15:45:00,2025-04-27 22:54:50,240,Carrier,Shipment delayed because of weather conditions.
SHP0005074,MSCN,Missed Scan,Process,Medium,Closed,2025-06-19 11:41:32,2025-06-19 21:27:41,345,Operations,Expected scan was not captured on time.
SHP0005078,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-07-10 07:57:58,2025-07-10 23:46:37,834,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0005080,MECH,Equipment Failure,Mechanical,High,Closed,2025-07-19 16:25:53,2025-07-20 09:44:16,863,Carrier,Equipment failure caused an operational delay.
SHP0005086,WX,Weather Delay,Weather,High,Closed,2025-05-16 07:24:50,2025-05-17 10:04:37,1146,Carrier,Shipment delayed because of weather conditions.
SHP0005088,DAMG,Damaged Shipment,Damage,High,Closed,2025-07-18 12:16:04,2025-07-19 09:35:46,1057,Carrier,Shipment flagged for damage inspection.
SHP0005089,WX,Weather Delay,Weather,High,Closed,2025-03-05 22:16:33,2025-03-07 00:23:45,1298,Carrier,Shipment delayed because of weather conditions.
SHP0005090,MECH,Equipment Failure,Mechanical,High,Closed,2025-04-07 09:11:47,2025-04-08 17:35:24,1295,Carrier,Equipment failure caused an operational delay.
SHP0005096,WX,Weather Delay,Weather,High,Closed,2025-03-10 15:45:02,2025-03-11 12:25:03,919,Carrier,Shipment delayed because of weather conditions.
SHP0005098,ADDR,Address Issue,Address,Medium,Open,2025-08-18 03:57:33,,327,Customer,Delivery address requires correction or validation.
SHP0005100,DAMG,Damaged Shipment,Damage,High,Closed,2025-06-26 12:24:12,2025-06-28 07:56:37,2387,Carrier,Shipment flagged for damage inspection.
SHP0005101,ADDR,Address Issue,Address,Medium,Closed,2025-05-22 01:30:17,2025-05-22 21:41:26,617,Customer,Delivery address requires correction or validation.
SHP0005103,WX,Weather Delay,Weather,High,Closed,2025-06-30 14:27:44,2025-07-01 04:36:08,431,Carrier,Shipment delayed because of weather conditions.
SHP0005106,WX,Weather Delay,Weather,High,Closed,2025-01-13 10:19:19,2025-01-13 23:44:47,871,Carrier,Shipment delayed because of weather conditions.
SHP0005107,WX,Weather Delay,Weather,High,Closed,2025-08-25 21:15:59,2025-08-26 16:18:54,1174,Carrier,Shipment delayed because of weather conditions.
SHP0005109,ADDR,Address Issue,Address,Medium,Closed,2025-06-01 17:14:55,2025-06-02 09:37:15,552,Customer,Delivery address requires correction or validation.
SHP0005110,DAMG,Damaged Shipment,Damage,High,Closed,2025-07-09 22:36:48,2025-07-11 00:56:24,728,Carrier,Shipment flagged for damage inspection.
SHP0005111,MECH,Equipment Failure,Mechanical,High,Closed,2025-01-26 11:06:49,2025-01-27 01:22:57,288,Carrier,Equipment failure caused an operational delay.
SHP0005117,ADDR,Address Issue,Address,Medium,Closed,2025-04-28 02:58:04,2025-04-28 16:45:53,572,Customer,Delivery address requires correction or validation.
SHP0005118,MSCN,Missed Scan,Process,Medium,Closed,2025-08-30 14:16:22,2025-08-31 02:05:09,202,Operations,Expected scan was not captured on time.
SHP0005121,DAMG,Damaged Shipment,Damage,High,Closed,2025-06-21 04:35:36,2025-06-22 10:30:18,1196,Carrier,Shipment flagged for damage inspection.
SHP0005122,WX,Weather Delay,Weather,High,Closed,2025-08-06 07:14:45,2025-08-06 18:55:39,529,Carrier,Shipment delayed because of weather conditions.
SHP0005123,WX,Weather Delay,Weather,High,Open,2025-07-07 16:18:51,,258,Carrier,Shipment delayed because of weather conditions.
SHP0005126,DAMG,Damaged Shipment,Damage,High,Closed,2025-09-29 17:59:50,2025-09-30 15:57:33,944,Carrier,Shipment flagged for damage inspection.
SHP0005127,MECH,Equipment Failure,Mechanical,High,Closed,2025-07-17 21:35:11,2025-07-18 07:34:13,685,Carrier,Equipment failure caused an operational delay.
SHP0005129,DAMG,Damaged Shipment,Damage,High,Closed,2025-08-28 10:53:37,2025-08-29 03:11:07,434,Carrier,Shipment flagged for damage inspection.
SHP0005131,WX,Weather Delay,Weather,High,Closed,2025-02-09 18:04:08,2025-02-10 16:08:29,1171,Carrier,Shipment delayed because of weather conditions.
SHP0005136,MSCN,Missed Scan,Process,Medium,Closed,2025-07-23 01:16:21,2025-07-23 15:10:00,463,Operations,Expected scan was not captured on time.
SHP0005137,MSCN,Missed Scan,Process,Medium,Closed,2025-07-10 05:29:28,2025-07-10 15:22:06,461,Operations,Expected scan was not captured on time.
SHP0005138,MSCN,Missed Scan,Process,Medium,Closed,2025-06-23 02:31:50,2025-06-23 13:19:41,209,Operations,Expected scan was not captured on time.
SHP0005140,MSCN,Missed Scan,Process,Medium,Closed,2025-03-20 14:37:21,2025-03-20 21:18:57,30,Operations,Expected scan was not captured on time.
SHP0005142,ADDR,Address Issue,Address,Medium,Closed,2025-02-11 01:18:42,2025-02-11 13:20:13,401,Customer,Delivery address requires correction or validation.
SHP0005150,ADDR,Address Issue,Address,Medium,Closed,2025-05-29 21:47:44,2025-05-30 12:45:43,377,Customer,Delivery address requires correction or validation.
SHP0005154,DAMG,Damaged Shipment,Damage,High,Closed,2025-06-14 17:38:26,2025-06-15 05:27:09,541,Carrier,Shipment flagged for damage inspection.
SHP0005157,WX,Weather Delay,Weather,High,Closed,2025-02-27 03:33:53,2025-02-27 08:44:51,279,Carrier,Shipment delayed because of weather conditions.
SHP0005160,MECH,Equipment Failure,Mechanical,High,Closed,2025-04-22 21:30:21,2025-04-23 13:24:59,471,Carrier,Equipment failure caused an operational delay.
SHP0005164,MSCN,Missed Scan,Process,Medium,Closed,2025-09-20 07:31:11,2025-09-20 21:33:45,445,Operations,Expected scan was not captured on time.
SHP0005173,WX,Weather Delay,Weather,High,Closed,2025-06-10 08:56:35,2025-06-10 20:57:01,257,Carrier,Shipment delayed because of weather conditions.
SHP0005175,MSCN,Missed Scan,Process,Medium,Closed,2025-01-11 13:08:00,2025-01-12 07:46:10,536,Operations,Expected scan was not captured on time.
SHP0005176,WX,Weather Delay,Weather,High,Closed,2025-02-18 02:18:37,2025-02-18 14:17:20,261,Carrier,Shipment delayed because of weather conditions.
SHP0005177,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-09-19 21:52:26,2025-09-20 18:48:24,814,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0005178,MSCN,Missed Scan,Process,Medium,Closed,2025-01-17 09:49:48,2025-01-18 06:21:50,502,Operations,Expected scan was not captured on time.
SHP0005179,DAMG,Damaged Shipment,Damage,High,Closed,2025-04-13 16:14:25,2025-04-14 22:40:17,1688,Carrier,Shipment flagged for damage inspection.
SHP0005182,WX,Weather Delay,Weather,High,Closed,2025-09-19 04:26:04,2025-09-19 17:07:28,444,Carrier,Shipment delayed because of weather conditions.
SHP0005183,MSCN,Missed Scan,Process,Medium,Closed,2025-04-21 19:14:47,2025-04-22 05:17:01,79,Operations,Expected scan was not captured on time.
SHP0005185,MECH,Equipment Failure,Mechanical,High,Closed,2025-02-18 04:40:55,2025-02-18 20:45:54,431,Carrier,Equipment failure caused an operational delay.
SHP0005186,WX,Weather Delay,Weather,High,Closed,2025-08-01 12:57:42,2025-08-01 19:43:00,349,Carrier,Shipment delayed because of weather conditions.
SHP0005190,MSCN,Missed Scan,Process,Medium,Open,2025-07-29 01:04:45,,156,Operations,Expected scan was not captured on time.
SHP0005194,WX,Weather Delay,Weather,High,Closed,2025-05-26 01:37:59,2025-05-26 19:14:34,1188,Carrier,Shipment delayed because of weather conditions.
SHP0005199,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-07-20 02:15:39,2025-07-21 00:30:31,785,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0005201,DAMG,Damaged Shipment,Damage,High,Closed,2025-08-16 17:45:59,2025-08-17 03:11:22,673,Carrier,Shipment flagged for damage inspection.
SHP0005203,DAMG,Damaged Shipment,Damage,High,Closed,2025-03-30 20:24:47,2025-04-01 22:21:34,2211,Carrier,Shipment flagged for damage inspection.
SHP0005208,DAMG,Damaged Shipment,Damage,High,Closed,2025-08-31 16:11:00,2025-08-31 22:40:59,871,Carrier,Shipment flagged for damage inspection.
SHP0005209,MECH,Equipment Failure,Mechanical,High,Closed,2025-09-30 01:34:41,2025-09-30 07:20:02,407,Carrier,Equipment failure caused an operational delay.
SHP0005210,ADDR,Address Issue,Address,Medium,Closed,2025-02-14 21:37:26,2025-02-15 12:28:25,855,Customer,Delivery address requires correction or validation.
SHP0005216,WX,Weather Delay,Weather,High,Closed,2025-06-25 14:00:37,2025-06-25 23:01:05,304,Carrier,Shipment delayed because of weather conditions.
SHP0005219,MSCN,Missed Scan,Process,Medium,Closed,2025-09-05 00:05:45,2025-09-05 19:54:03,368,Operations,Expected scan was not captured on time.
SHP0005221,WX,Weather Delay,Weather,High,Closed,2025-04-06 01:22:08,2025-04-07 01:19:34,1264,Carrier,Shipment delayed because of weather conditions.
SHP0005223,CAP,Capacity Constraint,Capacity,Medium,Closed,2025-04-16 05:54:18,2025-04-16 16:29:33,699,Carrier,Shipment delayed due to available trailer or dock capacity.
SHP0005224,MSCN,Missed Scan,Process,Medium,Closed,2025-07-23 23:37:03,2025-07-24 10:57:52,288,Operations,Expected scan was not captured on time.
SHP0005231,WX,Weather Delay,Weather,High,Closed,2025-04-30 17:59:05,2025-05-02 06:55:40,1568,Carrier,Shipment delayed because of weather conditions.
