ShipmentNumber,EventSequenceNumber,StatusCode,StatusDescription,EventDateTime,LocationCode,ScanType,EventSource,ExceptionCode,Notes
SHP0004500,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-01-05 16:27:52,LAS_HUB,Scan,Handheld,,
SHP0004500,7,DELIVERED,Shipment delivered to customer.,2025-01-05 18:43:30,LAS_HUB,Delivery,Handheld,,
SHP0004501,1,CREATED,Shipment created in transportation management system.,2025-07-15 14:26:00,DEN_DC,System,TMS,,
SHP0004501,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-07-15 15:26:00,DEN_DC,System,TMS,,
SHP0004501,3,PICKED_UP,Shipment picked up from origin facility.,2025-07-16 03:31:08,DEN_DC,Scan,Handheld,,
SHP0004501,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-07-16 05:16:05,DEN_DC,Scan,Handheld,,
SHP0004501,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-07-16 10:13:29,KC_DEP,Scan,EDI,,
SHP0004501,6,EQUIPMENT_BREAKDOWN,Equipment failure caused an operational delay.,2025-07-16 03:21:04,DEN_DC,Alert,CarrierEDI,MECH,Equipment failure caused an operational delay.
SHP0004501,7,EXCEPTION_OPEN,Shipment is pending exception resolution.,2025-10-01 04:00:00,KC_DEP,System,TMS,MECH,Customer-impacting exception remains open.
SHP0004502,1,CREATED,Shipment created in transportation management system.,2025-01-20 18:42:00,CHI_DC,System,TMS,,
SHP0004502,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-01-20 19:42:00,CHI_DC,System,TMS,,
SHP0004502,3,PICKED_UP,Shipment picked up from origin facility.,2025-01-21 08:00:41,CHI_DC,Scan,Handheld,,
SHP0004502,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-01-21 08:50:26,CHI_DC,Scan,Handheld,,
SHP0004502,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-01-21 18:31:28,ATL_HUB,Scan,EDI,,
SHP0004502,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-01-21 19:33:12,ATL_HUB,Scan,Handheld,,
SHP0004502,7,DELIVERED,Shipment delivered to customer.,2025-01-21 23:58:50,ATL_HUB,Delivery,Handheld,,
SHP0004503,1,CREATED,Shipment created in transportation management system.,2025-09-30 00:02:00,OMA_HUB,System,TMS,,
SHP0004503,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-09-30 01:02:00,OMA_HUB,System,TMS,,
SHP0004503,3,PICKED_UP,Shipment picked up from origin facility.,2025-09-30 08:53:28,OMA_HUB,Scan,Handheld,,
SHP0004503,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-09-30 11:43:41,OMA_HUB,Scan,Handheld,,
SHP0004503,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-09-30 11:13:55,CHI_DC,Scan,EDI,,
SHP0004503,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-09-30 15:53:34,CHI_DC,Scan,Handheld,,
SHP0004503,7,DELIVERED,Shipment delivered to customer.,2025-09-30 20:54:05,CHI_DC,Delivery,Handheld,,
SHP0004504,1,CREATED,Shipment created in transportation management system.,2025-05-29 02:27:00,ATL_HUB,System,TMS,,
SHP0004504,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-05-29 03:27:00,ATL_HUB,System,TMS,,
SHP0004504,3,PICKED_UP,Shipment picked up from origin facility.,2025-05-29 18:35:28,ATL_HUB,Scan,Handheld,,
SHP0004504,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-05-29 19:51:05,ATL_HUB,Scan,Handheld,,
SHP0004504,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-05-29 23:08:44,MIA_DC,Scan,EDI,,
SHP0004504,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-05-30 01:51:17,MIA_DC,Scan,Handheld,,
SHP0004504,7,DELIVERED,Shipment delivered to customer.,2025-05-30 05:31:41,MIA_DC,Delivery,Handheld,,
SHP0004505,1,CREATED,Shipment created in transportation management system.,2025-06-03 17:22:00,ABQ_HUB,System,TMS,,
SHP0004505,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-06-03 18:22:00,ABQ_HUB,System,TMS,,
SHP0004505,3,PICKED_UP,Shipment picked up from origin facility.,2025-06-04 06:54:41,ABQ_HUB,Scan,Handheld,,
SHP0004505,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-06-04 08:09:35,ABQ_HUB,Scan,Handheld,,
SHP0004505,5,MISSED_SCAN_ALERT,Expected scan was not captured on time.,2025-06-04 08:00:33,DAL_DC,Alert,CarrierEDI,MSCN,Expected scan was not captured on time.
SHP0004505,6,RESOLVED,Shipment exception resolved.,2025-06-05 00:43:03,DAL_DC,System,TMS,MSCN,Exception closed and shipment released.
SHP0004505,7,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-06-05 00:50:18,DAL_DC,Scan,Handheld,,
SHP0004505,8,DELIVERED,Shipment delivered to customer.,2025-06-05 03:15:33,DAL_DC,Delivery,Handheld,,
SHP0004506,1,CREATED,Shipment created in transportation management system.,2025-03-29 12:30:00,SLC_HUB,System,TMS,,
SHP0004506,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-03-29 13:30:00,SLC_HUB,System,TMS,,
SHP0004506,3,PICKED_UP,Shipment picked up from origin facility.,2025-03-29 22:57:50,SLC_HUB,Scan,Handheld,,
SHP0004506,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-03-30 01:55:49,SLC_HUB,Scan,Handheld,,
SHP0004506,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-03-30 03:33:25,DEN_DC,Scan,EDI,,
SHP0004506,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-03-30 05:58:07,DEN_DC,Scan,Handheld,,
SHP0004506,7,DELIVERED,Shipment delivered to customer.,2025-03-30 08:37:09,DEN_DC,Delivery,Handheld,,
SHP0004507,1,CREATED,Shipment created in transportation management system.,2025-03-17 08:14:00,DEN_DC,System,TMS,,
SHP0004507,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-03-17 09:14:00,DEN_DC,System,TMS,,
SHP0004507,3,PICKED_UP,Shipment picked up from origin facility.,2025-03-17 17:33:38,DEN_DC,Scan,Handheld,,
SHP0004507,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-03-17 20:15:45,DEN_DC,Scan,Handheld,,
SHP0004507,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-03-17 18:48:40,KC_DEP,Scan,EDI,,
SHP0004507,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-03-18 05:50:38,KC_DEP,Scan,Handheld,,
SHP0004507,7,DELIVERED,Shipment delivered to customer.,2025-03-18 07:32:55,KC_DEP,Delivery,Handheld,,
SHP0004508,1,CREATED,Shipment created in transportation management system.,2025-08-23 19:32:00,CHI_DC,System,TMS,,
SHP0004508,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-08-23 20:32:00,CHI_DC,System,TMS,,
SHP0004508,3,PICKED_UP,Shipment picked up from origin facility.,2025-08-24 06:10:23,CHI_DC,Scan,Handheld,,
SHP0004508,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-08-24 08:30:12,CHI_DC,Scan,Handheld,,
SHP0004508,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-08-24 10:45:17,ATL_HUB,Scan,EDI,,
SHP0004508,6,DAMAGE_REPORTED,Shipment flagged for damage inspection.,2025-08-24 15:19:21,CHI_DC,Alert,CarrierEDI,DAMG,Shipment flagged for damage inspection.
SHP0004508,7,RESOLVED,Shipment exception resolved.,2025-08-26 05:48:37,ATL_HUB,System,TMS,DAMG,Exception closed and shipment released.
SHP0004508,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-08-26 06:00:41,ATL_HUB,Scan,Handheld,,
SHP0004508,9,DELIVERED,Shipment delivered to customer.,2025-08-26 09:09:20,ATL_HUB,Delivery,Handheld,,
SHP0004509,1,CREATED,Shipment created in transportation management system.,2025-01-04 12:02:00,SLC_HUB,System,TMS,,
SHP0004509,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-01-04 13:02:00,SLC_HUB,System,TMS,,
SHP0004509,3,PICKED_UP,Shipment picked up from origin facility.,2025-01-05 01:43:15,SLC_HUB,Scan,Handheld,,
SHP0004509,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-01-05 04:13:15,SLC_HUB,Scan,Handheld,,
SHP0004509,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-01-05 05:49:54,DEN_DC,Scan,EDI,,
SHP0004509,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-01-05 12:53:13,DEN_DC,Scan,Handheld,,
SHP0004509,7,DELIVERED,Shipment delivered to customer.,2025-01-05 17:37:27,DEN_DC,Delivery,Handheld,,
SHP0004510,1,CREATED,Shipment created in transportation management system.,2025-02-03 07:48:00,KC_DEP,System,TMS,,
SHP0004510,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-02-03 08:48:00,KC_DEP,System,TMS,,
SHP0004510,3,PICKED_UP,Shipment picked up from origin facility.,2025-02-03 23:33:29,KC_DEP,Scan,Handheld,,
SHP0004510,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-02-04 00:38:01,KC_DEP,Scan,Handheld,,
SHP0004510,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-02-04 05:18:35,CHI_DC,Scan,EDI,,
SHP0004510,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-02-04 05:30:43,CHI_DC,Scan,Handheld,,
SHP0004510,7,DELIVERED,Shipment delivered to customer.,2025-02-04 09:14:15,CHI_DC,Delivery,Handheld,,
SHP0004511,1,CREATED,Shipment created in transportation management system.,2025-06-25 05:46:00,DAL_DC,System,TMS,,
SHP0004511,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-06-25 06:46:00,DAL_DC,System,TMS,,
SHP0004511,3,PICKED_UP,Shipment picked up from origin facility.,2025-06-25 14:50:40,DAL_DC,Scan,Handheld,,
SHP0004511,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-06-25 15:46:44,DAL_DC,Scan,Handheld,,
SHP0004511,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-06-26 05:28:35,CHI_DC,Scan,EDI,,
SHP0004511,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-06-26 09:21:02,CHI_DC,Scan,Handheld,,
SHP0004511,7,DELIVERED,Shipment delivered to customer.,2025-06-26 11:15:17,CHI_DC,Delivery,Handheld,,
SHP0004512,1,CREATED,Shipment created in transportation management system.,2025-08-30 13:47:00,KC_DEP,System,TMS,,
SHP0004512,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-08-30 14:47:00,KC_DEP,System,TMS,,
SHP0004512,3,PICKED_UP,Shipment picked up from origin facility.,2025-08-31 06:19:49,KC_DEP,Scan,Handheld,,
SHP0004512,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-08-31 07:52:02,KC_DEP,Scan,Handheld,,
SHP0004512,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-08-31 08:20:22,CHI_DC,Scan,EDI,,
SHP0004512,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-08-31 16:10:12,CHI_DC,Scan,Handheld,,
SHP0004512,7,DELIVERED,Shipment delivered to customer.,2025-08-31 18:04:09,CHI_DC,Delivery,Handheld,,
SHP0004513,1,CREATED,Shipment created in transportation management system.,2025-07-07 10:10:00,ATL_HUB,System,TMS,,
SHP0004513,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-07-07 11:10:00,ATL_HUB,System,TMS,,
SHP0004513,3,PICKED_UP,Shipment picked up from origin facility.,2025-07-08 04:56:50,ATL_HUB,Scan,Handheld,,
SHP0004513,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-07-08 06:53:08,ATL_HUB,Scan,Handheld,,
SHP0004513,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-07-08 06:49:08,ORL_DEP,Scan,EDI,,
SHP0004513,6,EQUIPMENT_BREAKDOWN,Equipment failure caused an operational delay.,2025-07-08 03:52:19,ATL_HUB,Alert,CarrierEDI,MECH,Equipment failure caused an operational delay.
SHP0004513,7,RESOLVED,Shipment exception resolved.,2025-07-08 23:04:25,ORL_DEP,System,TMS,MECH,Exception closed and shipment released.
SHP0004513,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-07-08 21:27:53,ORL_DEP,Scan,Handheld,,
SHP0004513,9,DELIVERED,Shipment delivered to customer.,2025-07-09 02:49:43,ORL_DEP,Delivery,Handheld,,
SHP0004514,1,CREATED,Shipment created in transportation management system.,2025-06-23 13:54:00,DAL_DC,System,TMS,,
SHP0004514,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-06-23 14:54:00,DAL_DC,System,TMS,,
SHP0004514,3,PICKED_UP,Shipment picked up from origin facility.,2025-06-24 04:54:05,DAL_DC,Scan,Handheld,,
SHP0004514,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-06-24 06:47:05,DAL_DC,Scan,Handheld,,
SHP0004514,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-06-24 01:36:09,HOU_HUB,Scan,EDI,,
SHP0004514,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-06-24 04:31:57,HOU_HUB,Scan,Handheld,,
SHP0004514,7,DELIVERED,Shipment delivered to customer.,2025-06-24 07:04:20,HOU_HUB,Delivery,Handheld,,
SHP0004515,1,CREATED,Shipment created in transportation management system.,2025-08-31 11:19:00,DAL_DC,System,TMS,,
SHP0004515,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-08-31 12:19:00,DAL_DC,System,TMS,,
SHP0004515,3,PICKED_UP,Shipment picked up from origin facility.,2025-09-01 04:41:27,DAL_DC,Scan,Handheld,,
SHP0004515,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-09-01 05:57:04,DAL_DC,Scan,Handheld,,
SHP0004515,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-09-01 01:21:30,HOU_HUB,Scan,EDI,,
SHP0004515,6,WEATHER_HOLD,Shipment delayed because of weather conditions.,2025-08-31 17:47:33,DAL_DC,Alert,CarrierEDI,WX,Shipment delayed because of weather conditions.
SHP0004515,7,RESOLVED,Shipment exception resolved.,2025-09-02 06:34:33,HOU_HUB,System,TMS,WX,Exception closed and shipment released.
SHP0004515,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-09-02 05:12:56,HOU_HUB,Scan,Handheld,,
SHP0004515,9,DELIVERED,Shipment delivered to customer.,2025-09-02 09:07:58,HOU_HUB,Delivery,Handheld,,
SHP0004516,1,CREATED,Shipment created in transportation management system.,2025-05-13 02:04:00,DAL_DC,System,TMS,,
SHP0004516,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-05-13 03:04:00,DAL_DC,System,TMS,,
SHP0004516,3,PICKED_UP,Shipment picked up from origin facility.,2025-05-13 18:56:05,DAL_DC,Scan,Handheld,,
SHP0004516,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-05-13 21:22:44,DAL_DC,Scan,Handheld,,
SHP0004516,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-05-13 13:19:53,HOU_HUB,Scan,EDI,,
SHP0004516,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-05-13 14:02:02,HOU_HUB,Scan,Handheld,,
SHP0004516,7,DELIVERED,Shipment delivered to customer.,2025-05-13 19:29:16,HOU_HUB,Delivery,Handheld,,
SHP0004517,1,CREATED,Shipment created in transportation management system.,2025-03-09 05:34:00,ATL_HUB,System,TMS,,
SHP0004517,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-03-09 06:34:00,ATL_HUB,System,TMS,,
SHP0004517,3,PICKED_UP,Shipment picked up from origin facility.,2025-03-09 15:08:54,ATL_HUB,Scan,Handheld,,
SHP0004517,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-03-09 16:32:53,ATL_HUB,Scan,Handheld,,
SHP0004517,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-03-09 21:25:10,MIA_DC,Scan,EDI,,
SHP0004517,6,DAMAGE_REPORTED,Shipment flagged for damage inspection.,2025-03-09 20:47:53,ATL_HUB,Alert,CarrierEDI,DAMG,Shipment flagged for damage inspection.
SHP0004517,7,RESOLVED,Shipment exception resolved.,2025-03-11 06:10:37,MIA_DC,System,TMS,DAMG,Exception closed and shipment released.
SHP0004517,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-03-11 06:03:09,MIA_DC,Scan,Handheld,,
SHP0004517,9,DELIVERED,Shipment delivered to customer.,2025-03-11 07:59:59,MIA_DC,Delivery,Handheld,,
SHP0004518,1,CREATED,Shipment created in transportation management system.,2025-04-27 20:06:00,PHX_DC,System,TMS,,
SHP0004518,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-04-27 21:06:00,PHX_DC,System,TMS,,
SHP0004518,3,PICKED_UP,Shipment picked up from origin facility.,2025-04-28 02:21:23,PHX_DC,Scan,Handheld,,
SHP0004518,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-04-28 05:17:56,PHX_DC,Scan,Handheld,,
SHP0004518,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-04-28 03:48:10,LAX_DC,Scan,EDI,,
SHP0004518,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-04-28 06:49:55,LAX_DC,Scan,Handheld,,
SHP0004518,7,DELIVERED,Shipment delivered to customer.,2025-04-28 08:25:18,LAX_DC,Delivery,Handheld,,
SHP0004519,1,CREATED,Shipment created in transportation management system.,2025-02-28 15:27:00,ABQ_HUB,System,TMS,,
SHP0004519,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-02-28 16:27:00,ABQ_HUB,System,TMS,,
SHP0004519,3,PICKED_UP,Shipment picked up from origin facility.,2025-03-01 07:20:15,ABQ_HUB,Scan,Handheld,,
SHP0004519,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-03-01 10:03:52,ABQ_HUB,Scan,Handheld,,
SHP0004519,5,MISSED_SCAN_ALERT,Expected scan was not captured on time.,2025-03-01 13:24:08,DAL_DC,Alert,CarrierEDI,MSCN,Expected scan was not captured on time.
SHP0004519,6,RESOLVED,Shipment exception resolved.,2025-03-01 20:46:49,DAL_DC,System,TMS,MSCN,Exception closed and shipment released.
SHP0004519,7,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-03-01 19:14:24,DAL_DC,Scan,Handheld,,
SHP0004519,8,DELIVERED,Shipment delivered to customer.,2025-03-01 23:38:48,DAL_DC,Delivery,Handheld,,
SHP0004520,1,CREATED,Shipment created in transportation management system.,2025-04-08 19:06:00,ATL_HUB,System,TMS,,
SHP0004520,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-04-08 20:06:00,ATL_HUB,System,TMS,,
SHP0004520,3,PICKED_UP,Shipment picked up from origin facility.,2025-04-08 23:14:32,ATL_HUB,Scan,Handheld,,
SHP0004520,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-04-09 00:35:41,ATL_HUB,Scan,Handheld,,
SHP0004520,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-04-09 04:23:43,ORL_DEP,Scan,EDI,,
SHP0004520,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-04-09 03:14:32,ORL_DEP,Scan,Handheld,,
SHP0004520,7,DELIVERED,Shipment delivered to customer.,2025-04-09 08:15:32,ORL_DEP,Delivery,Handheld,,
SHP0004521,1,CREATED,Shipment created in transportation management system.,2025-08-12 08:01:00,SEA_DC,System,TMS,,
SHP0004521,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-08-12 09:01:00,SEA_DC,System,TMS,,
SHP0004521,3,PICKED_UP,Shipment picked up from origin facility.,2025-08-12 17:03:54,SEA_DC,Scan,Handheld,,
SHP0004521,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-08-12 18:40:59,SEA_DC,Scan,Handheld,,
SHP0004521,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-08-12 14:50:59,PDX_DEP,Scan,EDI,,
SHP0004521,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-08-12 19:34:19,PDX_DEP,Scan,Handheld,,
SHP0004521,7,DELIVERED,Shipment delivered to customer.,2025-08-13 00:30:02,PDX_DEP,Delivery,Handheld,,
SHP0004522,1,CREATED,Shipment created in transportation management system.,2025-03-20 18:36:00,CHI_DC,System,TMS,,
SHP0004522,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-03-20 19:36:00,CHI_DC,System,TMS,,
SHP0004522,3,PICKED_UP,Shipment picked up from origin facility.,2025-03-20 22:32:59,CHI_DC,Scan,Handheld,,
SHP0004522,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-03-21 00:44:18,CHI_DC,Scan,Handheld,,
SHP0004522,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-03-21 06:33:57,ATL_HUB,Scan,EDI,,
SHP0004522,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-03-21 20:18:02,ATL_HUB,Scan,Handheld,,
SHP0004522,7,DELIVERED,Shipment delivered to customer.,2025-03-21 23:00:13,ATL_HUB,Delivery,Handheld,,
SHP0004523,1,CREATED,Shipment created in transportation management system.,2025-07-12 07:51:00,SLC_HUB,System,TMS,,
SHP0004523,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-07-12 08:51:00,SLC_HUB,System,TMS,,
SHP0004523,3,PICKED_UP,Shipment picked up from origin facility.,2025-07-12 15:49:08,SLC_HUB,Scan,Handheld,,
SHP0004523,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-07-12 17:32:58,SLC_HUB,Scan,Handheld,,
SHP0004523,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-07-12 18:42:03,DEN_DC,Scan,EDI,,
SHP0004523,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-07-12 23:38:06,DEN_DC,Scan,Handheld,,
SHP0004523,7,DELIVERED,Shipment delivered to customer.,2025-07-13 02:53:14,DEN_DC,Delivery,Handheld,,
SHP0004524,1,CREATED,Shipment created in transportation management system.,2025-06-01 19:57:00,LAX_DC,System,TMS,,
SHP0004524,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-06-01 20:57:00,LAX_DC,System,TMS,,
SHP0004524,3,PICKED_UP,Shipment picked up from origin facility.,2025-06-02 16:15:32,LAX_DC,Scan,Handheld,,
SHP0004524,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-06-02 19:12:46,LAX_DC,Scan,Handheld,,
SHP0004524,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-06-02 20:17:35,SLC_HUB,Scan,EDI,,
SHP0004524,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-06-02 20:41:29,SLC_HUB,Scan,Handheld,,
SHP0004524,7,DELIVERED,Shipment delivered to customer.,2025-06-03 01:44:53,SLC_HUB,Delivery,Handheld,,
SHP0004525,1,CREATED,Shipment created in transportation management system.,2025-02-01 21:32:00,DEN_DC,System,TMS,,
SHP0004525,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-02-01 22:32:00,DEN_DC,System,TMS,,
SHP0004525,3,PICKED_UP,Shipment picked up from origin facility.,2025-02-02 00:51:58,DEN_DC,Scan,Handheld,,
SHP0004525,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-02-02 02:40:13,DEN_DC,Scan,Handheld,,
SHP0004525,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-02-02 04:40:50,OMA_HUB,Scan,EDI,,
SHP0004525,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-02-02 08:44:42,OMA_HUB,Scan,Handheld,,
SHP0004525,7,DELIVERED,Shipment delivered to customer.,2025-02-02 11:43:07,OMA_HUB,Delivery,Handheld,,
SHP0004526,1,CREATED,Shipment created in transportation management system.,2025-04-27 18:35:00,CHI_DC,System,TMS,,
SHP0004526,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-04-27 19:35:00,CHI_DC,System,TMS,,
SHP0004526,3,PICKED_UP,Shipment picked up from origin facility.,2025-04-28 09:42:51,CHI_DC,Scan,Handheld,,
SHP0004526,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-04-28 11:21:55,CHI_DC,Scan,Handheld,,
SHP0004526,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-04-29 00:42:13,DEN_DC,Scan,EDI,,
SHP0004526,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-04-29 01:31:22,DEN_DC,Scan,Handheld,,
SHP0004526,7,DELIVERED,Shipment delivered to customer.,2025-04-29 04:27:49,DEN_DC,Delivery,Handheld,,
SHP0004527,1,CREATED,Shipment created in transportation management system.,2025-08-07 18:29:00,SEA_DC,System,TMS,,
SHP0004527,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-08-07 19:29:00,SEA_DC,System,TMS,,
SHP0004527,3,PICKED_UP,Shipment picked up from origin facility.,2025-08-08 13:26:08,SEA_DC,Scan,Handheld,,
SHP0004527,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-08-08 15:02:19,SEA_DC,Scan,Handheld,,
SHP0004527,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-08-08 06:54:08,PDX_DEP,Scan,EDI,,
SHP0004527,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-08-08 11:16:28,PDX_DEP,Scan,Handheld,,
SHP0004527,7,DELIVERED,Shipment delivered to customer.,2025-08-08 14:12:50,PDX_DEP,Delivery,Handheld,,
SHP0004528,1,CREATED,Shipment created in transportation management system.,2025-06-16 06:55:00,PHX_DC,System,TMS,,
SHP0004528,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-06-16 07:55:00,PHX_DC,System,TMS,,
SHP0004528,3,PICKED_UP,Shipment picked up from origin facility.,2025-06-16 15:22:25,PHX_DC,Scan,Handheld,,
SHP0004528,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-06-16 16:37:45,PHX_DC,Scan,Handheld,,
SHP0004528,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-06-17 05:30:59,DAL_DC,Scan,EDI,,
SHP0004528,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-06-17 06:00:09,DAL_DC,Scan,Handheld,,
SHP0004528,7,DELIVERED,Shipment delivered to customer.,2025-06-17 10:18:51,DAL_DC,Delivery,Handheld,,
SHP0004529,1,CREATED,Shipment created in transportation management system.,2025-01-12 19:07:00,PHX_DC,System,TMS,,
SHP0004529,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-01-12 20:07:00,PHX_DC,System,TMS,,
SHP0004529,3,PICKED_UP,Shipment picked up from origin facility.,2025-01-13 01:58:34,PHX_DC,Scan,Handheld,,
SHP0004529,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-01-13 03:16:25,PHX_DC,Scan,Handheld,,
SHP0004529,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-01-13 02:10:03,LAX_DC,Scan,EDI,,
SHP0004529,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-01-13 03:02:29,LAX_DC,Scan,Handheld,,
SHP0004529,7,DELIVERED,Shipment delivered to customer.,2025-01-13 06:48:20,LAX_DC,Delivery,Handheld,,
SHP0004530,1,CREATED,Shipment created in transportation management system.,2025-05-12 09:18:00,ATL_HUB,System,TMS,,
